# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	totalVolume
0.05	300	( 0.088026365 -0.045984156 -0.0087398591 )	1241.4122	( -0.014375608 0.072346107 -0.0012499995 )	329.86474	164.9552	0.00062827754
