# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	wmin	wmin location	wmax	wmax location	wmean	wstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	omegamin	omegamin location	omegamax	omegamax location	omegamean	omegastDev
0.0508297	0.0604225	( 0.248856 0.0162092 -0.274767 )	1.92734	( -0.0183026 -0.118637 -0.95418 )	1.03128	0.0966628	0.00220358	( -0.939923 -0.0627477 -0.572144 )	0.00345062	( 0.10101 -0.211817 -0.519648 )	0.00221563	2.80192e-05	297.615	( 0.10101 -0.211817 -0.519648 )	300.003	( 0.18996 -0.0173395 -0.990767 )	299.997	0.0508124	-11.1933	( 0.18978 0.0632205 0.940778 )	11.9935	( -0.0989607 -0.0144836 -0.99335 )	-0.0981013	6.85178	6.48075e-06	( 0.938474 0.438017 0.685808 )	0.049389	( 0.0928233 -0.161072 -0.948895 )	0.00641533	0.00904847	0.207687	( 0.938339 0.563015 0.685702 )	469.636	( -0.0161925 -0.170308 -0.809399 )	5.39397	13.7439
