# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	AoAmin	AoAmin location	AoAmax	AoAmax location	AoAmean	AoAstDev
0.0473756	0.003414955115	( 0.08396893027 0.1529118415 0.02375 )	0.6856483794	( -0.1352649883 0.002649883078 -0.02375 )	0.05776145335	0.04596829075	-6.948958453	( 0.02740038777 0.09634329894 0.00875 )	38.21484787	( -0.1450294046 0.0008821370751 -0.02375 )	11.27464964	10.15357311	-3.343387379e-20	( -0.1350882137 0.0008821370736 -0.01375 )	0.01374997582	( -0.1450294046 0.0008821370751 -0.02375 )	0.0001617607109	0.001121025422
