# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev
50	6.14691	( 0.0025 -0.049375 0.0025 )	10.1971	( 0.0025 -0.030625 0.0025 )	10	0.744418	1.35402e-09	( 0.0025 -0.026875 0.0025 )	515.696	( 0.0025 0.049375 0.0025 )	20.2604	87.1084	3.7473e-11	( 0.0025 -0.005625 0.0025 )	0.863262	( 0.0025 -0.049375 0.0025 )	0.0476565	0.177294
