# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	alpha.watermin	alpha.watermin location	alpha.watermax	alpha.watermax location	alpha.watermean	alpha.waterstDev	totalVolume
0.5	0.00114083518942	( 0.974994458406 0.72498606156 0.0500125085468 )	0.609994355639	( 0.9875 0.7625 0.558333333334 )	0.0483709741853	0.0474172484551	-9.65025540363	( 0.925 0.175 0.983333333333 )	5203.87182719	( 0.225799337717 0.319358042065 0.013370676908 )	1413.07103981	1741.41568485	-2.34686863397e-05	( 0.7625 0.9875 0.525 )	1.00000745247	( 0.987443415675 0.637427752094 0.491716439982 )	0.531271425653	0.494891876071	0.97
