# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	alpha.watermin	alpha.watermin location	alpha.watermax	alpha.watermax location	alpha.watermean	alpha.waterstDev	totalVolume
0.000543562	0.03787104719	( -0.01591013731 0.02911363068 0.07437685713 )	2.321636739	( 0.05531255912 -0.0189179886 -0.02001716226 )	0.7992340625	0.0688889972	34854.72372	( 0.08249336775 -0.7764054496 0.2373620994 )	1491281.348	( -0.01061748786 0.1994110743 -0.03616786033 )	742833.3853	428911.5411	1	( 0.1450695179 -0.02587614286 0.04402616057 )	1	( 0.006253660431 -0.1164974497 -0.09389804391 )	1	1.479080513e-16	0.2796220362
